Date,Open,High,Low,Close,Volume
1995-04-03,28.79886177950395,29.130872300792205,28.732450161697486,28.95380401611328,0
1995-04-04,29.219452249107448,29.662174052085433,28.887395921843414,28.95380401611328,0
1995-04-05,29.307979515969897,29.307979515969897,29.086625713482384,29.197277069091797,0
1995-04-06,29.086633291620473,29.26370158089305,29.042338911892983,29.241579055786133,0
1995-04-07,29.26369900345162,29.44081308310159,29.26369900345162,29.39651870727539,0
1995-04-10,29.595755675712052,29.662167278352584,29.507173985857268,29.63999366760254,0
1995-04-11,29.507173985857268,29.750696115170467,29.507173985857268,29.63999366760254,0
1995-04-12,29.617876063466543,29.92776398558413,29.485051098076706,29.57358169555664,0
1995-04-13,29.61786994686048,29.639987176193966,29.529335844128628,29.55145835876465,0
1995-04-14,29.55145835876465,29.55145835876465,29.55145835876465,29.55145835876465,0
1995-04-17,29.55145835876465,29.55145835876465,29.55145835876465,29.55145835876465,0
1995-04-18,29.41864167875937,29.440810005573432,29.352230072021484,29.352230072021484,0
1995-04-19,29.263700821710035,29.263700821710035,28.95380401611328,28.95380401611328,0
1995-04-20,28.99809765496997,29.374402545237313,28.99809765496997,29.04233741760254,0
1995-04-21,29.750696182250977,29.794944744848614,29.507174052388695,29.750696182250977,0
1995-04-24,29.750696182250977,29.794944744848614,29.507174052388695,29.750696182250977,0
1995-04-25,30.060600947829403,30.48124073954777,30.060600947829403,30.082721710205078,0
1995-04-26,30.082714252786715,30.37048493391552,30.082714252786715,30.304073333740234,0
1995-04-27,30.34836452907353,30.43689688716782,30.12700544555218,30.326236724853516,0
1995-04-28,30.326234886772,30.503303115764123,30.281944045659408,30.481231689453125,0
1995-05-01,30.481231689453125,30.481231689453125,30.481231689453125,30.481231689453125,0
1995-05-02,30.569711772443583,30.6804141998291,30.569711772443583,30.6804141998291,0
1995-05-03,30.6582596758376,30.70255052498736,30.591848066865865,30.636138916015625,0
1995-05-04,30.768953820410413,31.1230902469724,30.768953820410413,30.946022033691406,0
1995-05-05,30.968139264001334,31.21166487426744,30.901773478930842,30.946022033691406,0
1995-05-08,30.9460361103164,31.211679071727175,30.901787535428195,31.034564971923828,0
1995-05-09,31.03455062375198,31.03455062375198,30.591839573194143,30.6804141998291,0
1995-05-10,30.680421708886822,30.768961121840363,30.459016799926758,30.459016799926758,0
1995-05-11,30.459015578134988,31.056730585851728,29.63999432934375,30.9681453704834,0
1995-05-12,31.189514506000503,31.30021697917416,31.100982125169093,31.21167755126953,0
1995-05-15,31.388736425563277,31.654386341460032,31.167384398630404,31.433027267456055,0
1995-05-16,31.433027267456055,31.433027267456055,31.433027267456055,31.433027267456055,0
1995-05-17,31.499446521794297,31.499446521794297,31.322332440671612,31.477283477783203,0
1995-05-18,31.521574631052207,31.521574631052207,31.300215501133703,31.388744354248047,0
1995-05-19,31.078852937075233,31.211672628593803,31.056732177734375,31.056732177734375,0
1995-05-22,30.901772377260624,31.477271357304534,30.901772377260624,31.455150604248047,0
1995-05-23,31.56584930419922,31.56584930419922,31.56584930419922,31.56584930419922,0
1995-05-24,31.698644983501122,31.78721964838904,31.654396409960565,31.720808029174805,0
1995-05-25,31.720808029174805,31.720808029174805,31.720808029174805,31.720808029174805,0
1995-05-26,31.433032626869707,31.74293115507112,31.123098863306765,31.366621017456055,0
1995-05-29,31.388731968517764,31.52156219290823,31.366611215461276,31.455150604248047,0
1995-05-30,31.521568746335458,31.787211632669074,31.34450050255406,31.654388427734375,0
1995-05-31,31.83145294014519,31.83145294014519,31.65438471712022,31.809335708618164,0
1995-06-01,31.986410052226628,32.008573093954375,31.831459031078886,31.87575340270996,0
1995-06-02,32.39953733196278,32.39953733196278,31.752473757663807,31.841724395751953,0
1995-06-05,31.841724395751953,31.841724395751953,31.841724395751953,31.841724395751953,0
1995-06-06,32.04254911667504,32.04254911667504,31.93095742863167,31.908658981323242,0
1995-06-07,31.77476752527286,31.953258079710015,31.930952532143394,31.819414138793945,0
1995-06-08,32.04254936498232,32.04254936498232,31.506985267585545,31.77477264404297,0
1995-06-09,31.28385565044344,31.685529708862305,31.28385565044344,31.685529708862305,0
1995-06-12,31.73012986685461,31.908663093744096,31.596285888164143,31.886322021484375,0
1995-06-13,31.886321393496985,31.886321393496985,31.73012924194336,31.73012924194336,0
1995-06-14,31.84172053951145,31.86401543713292,31.596284866333008,31.596284866333008,0
1995-06-15,31.596284866333008,31.596284866333008,31.596284866333008,31.596284866333008,0
1995-06-16,31.685524838093308,31.73012884069493,31.506988065137957,31.596284866333008,0
1995-06-19,31.640875158780315,31.93095742863167,31.573930091104415,31.908658981323242,0
1995-06-20,32.042545318603516,32.042545318603516,32.042545318603516,32.042545318603516,0
1995-06-21,32.17640205427629,32.35493882038538,32.13180160522461,32.13180160522461,0
1995-06-22,32.154096343354865,32.6226692199707,31.997911304215446,32.6226692199707,0
1995-06-23,32.86815160077581,32.97969712269621,32.75656700862006,32.89045715332031,0
1995-06-26,33.002046649542514,33.26977719534449,32.89045496114529,33.24748229980469,0
1995-06-27,33.314420728681704,33.62680141788445,33.314420728681704,33.44831085205078,0
1995-06-28,33.403680872964415,33.403680872964415,33.202838526911194,33.314430236816406,0
1995-06-29,33.26977719534449,33.31442381585353,33.202832127456304,33.24748229980469,0
1995-06-30,33.20283784867808,33.269782928101655,33.06899741559027,33.11359786987305,0
1995-07-03,33.11360452208048,33.247494707824885,33.06900405883789,33.06900405883789,0
1995-07-04,33.202844143410346,33.4036865234375,32.93511350071791,33.4036865234375,0
1995-07-05,33.470621167819736,33.470621167819736,33.381370544433594,33.381370544433594,0
1995-07-06,33.448317824924786,33.448317824924786,33.3367261236053,33.359031677246094,0
1995-07-07,33.51526301741334,33.58216190519073,33.40367133935706,33.44831085205078,0
1995-07-10,33.4929154676186,33.51526719330152,33.33672332763672,33.33672332763672,0
1995-07-11,33.2474833613594,33.38136994957128,33.11359322130807,33.33672332763672,0
1995-07-12,33.40368613506451,33.60451785723478,33.40368613506451,33.51527786254883,0
1995-07-13,33.69375228881836,33.87224284779488,33.62680012602793,33.69375228881836,0
1995-07-14,33.78299224054831,33.82764240704372,33.69375228881836,33.69375228881836,0
1995-07-17,33.78299779417534,34.20697021484375,33.78299779417534,34.20697021484375,0
1995-07-18,34.16232675533231,34.27391133089415,34.05078125,34.05078125,0
1995-07-19,33.84994975346937,34.09538546185735,33.84994975346937,34.00614547729492,0
1995-07-20,33.82765042931245,33.93919595562945,33.5152696780291,33.58216857910156,0
1995-07-21,33.782997043681995,33.93919273224853,33.69375707926426,33.89459228515625,0
1995-07-24,33.91688972572992,34.29622264811565,33.91688972572992,34.18467712402344,0
1995-07-25,34.29622708812769,34.407818800582035,34.25162308007492,34.34087371826172,0
1995-07-26,34.497014270261175,34.697899231972364,34.497014270261175,34.586307525634766,0
1995-07-27,34.56400197099092,34.63095415332156,34.497014270261175,34.586307525634766,0
1995-07-28,34.764795935820594,35.144164380904535,34.764795935820594,35.05487823486328,0
1995-07-31,35.01027620501301,35.01027620501301,34.898684499451505,34.96562957763672,0
1995-08-01,34.96562957763672,34.96562957763672,34.96562957763672,34.96562957763672,0
1995-08-02,35.2110710144043,35.2110710144043,35.2110710144043,35.2110710144043,0
1995-08-03,35.05488307095739,35.166474785625304,34.987937987309124,35.03257751464844,238000000
1995-08-04,35.03257751464844,35.03257751464844,35.03257751464844,35.03257751464844,0
1995-08-07,35.03257751464844,35.03257751464844,35.03257751464844,35.03257751464844,0
1995-08-08,35.03257751464844,35.03257751464844,35.03257751464844,35.03257751464844,0
1995-08-09,35.03257751464844,35.03257751464844,35.03257751464844,35.03257751464844,0
1995-08-10,35.03257751464844,35.03257751464844,35.03257751464844,35.03257751464844,0
1995-08-11,34.541654292557446,34.80943810779238,34.474709226708526,34.563995361328125,309000000
1995-08-14,34.563995361328125,34.563995361328125,34.563995361328125,34.563995361328125,0
1995-08-15,34.563995361328125,34.563995361328125,34.563995361328125,34.563995361328125,0
1995-08-16,35.211071595798444,35.25571823120117,35.054886512380435,35.25571823120117,16672358400
1995-08-17,35.25571823120117,35.25571823120117,35.25571823120117,35.25571823120117,0
1995-08-18,35.25571823120117,35.25571823120117,35.25571823120117,35.25571823120117,0
1995-08-21,35.25571823120117,35.25571823120117,35.25571823120117,35.25571823120117,0
